date,type,wine,bottle,sourceType,sourceName,drinkFrom,drinkUntil,note
2023-06-17,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-d,,winery club,,,
2023-07-12,assess,paradis-vineyards-pinot-gris-2022,,producer,Paradis Vineyards,2023,2027,"Release notes. April frost, small crop, high quality."
2023-07-12,assess,paradis-vineyards-pinot-noir-2021,,producer,Paradis Vineyards,2023,2026,"Release notes. June heat dome, concentrated."
2023-07-12,assess,vitis-ridge-pinot-gris-2022,,producer,Vitis Ridge,2023,2027,"Release notes. April frost, small crop, high quality."
2023-08-20,consume,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-e,,,,,
2023-08-21,assess,vitis-ridge-pinot-noir-2019,,personal,me,2021,2023,Reassessed after opening one.
2023-08-22,consume,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-b,,,,,"Dark and grapey. Not subtle, not trying to be."
2023-08-28,consume,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-g,,,,,
2023-08-29,assess,paradis-vineyards-marechal-foch-2021,,personal,me,2022,2024,Reassessed after opening one.
2023-09-11,acquire,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-c,,winery club,,,
2023-09-11,acquire,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-d,,winery club,,,
2023-09-11,acquire,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-a,,winery club,,,
2023-09-11,acquire,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-b,,winery club,,,
2023-09-11,acquire,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-c,,winery club,,,
2023-09-11,acquire,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-d,,winery club,,,
2023-09-12,assess,vitis-ridge-riesling-2022,,producer,Vitis Ridge,2027,2037,"Release notes. April frost, small crop, high quality."
2023-09-13,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-e,,winery club,,,
2023-09-13,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-f,,winery club,,,
2023-09-13,acquire,paradis-vineyards-pinot-noir-2021,paradis-vineyards-pinot-noir-2021-a,,winery club,,,
2023-09-13,acquire,paradis-vineyards-pinot-noir-2021,paradis-vineyards-pinot-noir-2021-b,,winery club,,,
2023-09-13,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-e,,winery club,,,
2023-09-13,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-f,,winery club,,,
2023-09-13,consume,brooks-riesling-2018,brooks-riesling-2018-g,,,,,Honeyed now. Turning the corner but lovely.
2023-09-23,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-l,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2023-09-24,assess,brooks-pinot-noir-2018,,personal,me,2023,2032,Reassessed after opening one.
2023-10-14,acquire,st-josef-s-pinot-noir-2021,st-josef-s-pinot-noir-2021-a,,winery club,,,
2023-10-14,acquire,st-josef-s-pinot-noir-2021,st-josef-s-pinot-noir-2021-b,,winery club,,,
2023-10-27,acquire,lodi-assorted-zinfandel-2019,lodi-assorted-zinfandel-2019-a,,gift,,,
2023-10-27,acquire,lodi-assorted-zinfandel-2019,lodi-assorted-zinfandel-2019-b,,grocery store,,,
2023-11-02,consume,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-c,,,,,
2023-11-04,consume,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-f,,,,,Earthier than I remembered. Good with the mushroom pasta.
2023-11-06,consume,brooks-riesling-2013,brooks-riesling-2013-c,,,,,Honeyed now. Turning the corner but lovely.
2023-11-06,consume,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-f,,,,,
2023-11-07,assess,brooks-riesling-2013,,personal,me,2018,2023,Reassessed after opening.
2023-11-09,consume,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-b,,,,,Structured. Could have waited another two years.
2023-11-10,consume,brooks-riesling-2014,brooks-riesling-2014-f,,,,,Still tastes young. Years left in this.
2023-11-22,consume,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-c,,,,,
2023-12-03,consume,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-b,,,,,"Losing its edge, a bit flabby."
2023-12-03,consume,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-a,,,,,
2023-12-05,consume,st-josef-s-pinot-noir-2019,st-josef-s-pinot-noir-2019-a,,,,,Silky. Drinking well right now.
2023-12-10,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-e,,winery club,,,
2023-12-10,acquire,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-f,,winery club,,,
2023-12-10,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-g,,winery club,,,
2023-12-10,acquire,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-h,,winery club,,,
2023-12-10,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-g,,winery club,,,
2023-12-10,acquire,paradis-vineyards-riesling-2022,paradis-vineyards-riesling-2022-h,,winery club,,,
2023-12-13,consume,brooks-riesling-2017,brooks-riesling-2017-e,,,,,Still tastes young. Years left in this.
2023-12-14,assess,vitis-ridge-pinot-noir-2021,,critic,Pacific Vintage Quarterly,2023,2026,"June heat dome, concentrated."
2023-12-17,acquire,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-c,,winery club,,,
2023-12-17,acquire,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-d,,winery club,,,
2023-12-17,acquire,vitis-ridge-pinot-noir-2021,vitis-ridge-pinot-noir-2021-a,,winery club,,,
2023-12-17,acquire,vitis-ridge-pinot-noir-2021,vitis-ridge-pinot-noir-2021-b,,winery club,,,
2023-12-17,acquire,vitis-ridge-riesling-2022,vitis-ridge-riesling-2022-c,,winery club,,,
2023-12-17,acquire,vitis-ridge-riesling-2022,vitis-ridge-riesling-2022-d,,winery club,,,
2023-12-23,consume,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-c,,,,,"Blackberry, a little smoke. Good burger wine."
2023-12-23,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-i,,,,,Opened up after an hour. Cranberry and dried herb.
2023-12-25,acquire,lodi-assorted-zinfandel-2020,lodi-assorted-zinfandel-2020-a,,gift,,,
2023-12-25,acquire,lodi-assorted-zinfandel-2020,lodi-assorted-zinfandel-2020-b,,gift,,,
2023-12-27,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-b,,,,,Silky. Drinking well right now.
2024-01-12,assess,farm-on-golden-hill-riesling-2023,,critic,Cascadia Wine Review,2028,2038,"Warm, large crop, approachable."
2024-01-20,consume,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-a,,,,,
2024-01-21,consume,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-b,,,,,More oak than I want these days.
2024-01-24,consume,brooks-pinot-noir-2012,brooks-pinot-noir-2012-a,,,,,Opened up after an hour. Cranberry and dried herb.
2024-02-02,assess,brooks-riesling-2021,,critic,Pacific Vintage Quarterly,2026,2039,Retrospective tasting. More life left than earlier notes suggested.
2024-02-20,consume,paradis-vineyards-estate-marechal-foch-2021,paradis-vineyards-estate-marechal-foch-2021-b,,,,,"Much better. Blackberry, soft tannin. This is the peak."
2024-02-21,assess,paradis-vineyards-estate-marechal-foch-2021,,personal,me,2023,2024,"Lovely now, but the fruit is already receding. This is not a 2027 wine whatever the estate says. Drink through 2024."
2024-03-03,consume,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-e,,,,,Pear and citrus. Crisp.
2024-03-04,assess,paradis-vineyards-pinot-gris-2021,,personal,me,2022,2025,Reassessed after opening one.
2024-03-08,consume,paradis-vineyards-pinot-noir-2021,paradis-vineyards-pinot-noir-2021-b,,,,,Structured. Could have waited another two years.
2024-03-12,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-a,,winery club,,,
2024-03-12,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-b,,winery club,,,
2024-03-12,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-a,,winery club,,,
2024-03-12,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-b,,winery club,,,
2024-03-12,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-a,,winery club,,,
2024-03-12,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-b,,winery club,,,
2024-03-12,assess,vitis-ridge-pinot-gris-2023,,producer,Vitis Ridge,2024,2027,"Release notes. Warm, large crop, approachable."
2024-03-13,acquire,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-a,,winery club,,,
2024-03-13,acquire,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-b,,winery club,,,
2024-03-13,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-a,,winery club,,,
2024-03-13,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-b,,winery club,,,
2024-03-13,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-a,,winery club,,,
2024-03-13,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-b,,winery club,,,
2024-03-23,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-f,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-03-25,consume,brooks-riesling-2019,brooks-riesling-2019-f,,,,,Great acid. Held up better than expected.
2024-04-06,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-i,,,,,Structured. Could have waited another two years.
2024-04-12,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-a,,winery club,,,
2024-04-12,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-b,,winery club,,,
2024-04-12,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-a,,winery club,,,
2024-04-12,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-b,,winery club,,,
2024-04-12,acquire,farm-on-golden-hill-rose-2023,farm-on-golden-hill-rose-2023-a,,winery club,,,
2024-04-12,acquire,farm-on-golden-hill-rose-2023,farm-on-golden-hill-rose-2023-b,,winery club,,,
2024-04-12,assess,farm-on-golden-hill-rose-2023,,producer,Farm on Golden Hill,2024,2026,"Release notes. Warm, large crop, approachable."
2024-04-12,assess,paradis-vineyards-pinot-noir-2022,,producer,Paradis Vineyards,2024,2027,"Release notes. April frost, small crop, high quality."
2024-04-12,assess,vitis-ridge-chardonnay-2022,,producer,Vitis Ridge,2024,2032,"Release notes. April frost, small crop, high quality."
2024-04-12,assess,vitis-ridge-fortissimo-2022,,producer,Vitis Ridge,2025,2039,"Release notes. April frost, small crop, high quality."
2024-04-18,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-b,,,,,"Bright acid, light on its feet."
2024-04-23,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-j,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-05-11,consume,brooks-riesling-2016,brooks-riesling-2016-h,,,,,
2024-05-12,assess,farm-on-golden-hill-chardonnay-2022,,producer,Farm on Golden Hill,2024,2032,"Release notes. April frost, small crop, high quality."
2024-05-12,assess,farm-on-golden-hill-pinot-noir-2022,,producer,Farm on Golden Hill,2024,2027,"Release notes. April frost, small crop, high quality."
2024-05-12,assess,paradis-vineyards-pinot-gris-2023,,producer,Paradis Vineyards,2024,2027,"Release notes. Warm, large crop, approachable."
2024-05-12,consume,lodi-assorted-zinfandel-2020,lodi-assorted-zinfandel-2020-b,,,,,
2024-06-02,consume,paradis-vineyards-pinot-gris-2021,paradis-vineyards-pinot-gris-2021-d,,,,,Fine on the porch. Nothing to think about.
2024-06-05,consume,brooks-riesling-2018,brooks-riesling-2018-l,,,,,"Off-dry, lime and petrol. Excellent."
2024-06-05,consume,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-f,,,,,"Dark and grapey. Not subtle, not trying to be."
2024-06-06,assess,paradis-vineyards-marechal-foch-2022,,personal,me,2023,2027,Reassessed after opening one.
2024-06-09,consume,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-e,,,,,"Dark and grapey. Not subtle, not trying to be."
2024-06-12,assess,st-josef-s-pinot-noir-2022,,producer,St. Josef's,2024,2027,"Release notes. April frost, small crop, high quality."
2024-06-12,assess,vitis-ridge-tannin-s-blend-2022,,producer,Vitis Ridge,2024,2032,"Release notes. April frost, small crop, high quality."
2024-06-12,consume,brooks-riesling-2015,brooks-riesling-2015-g,,,,,Still tastes young. Years left in this.
2024-06-13,assess,vitis-ridge-chardonnay-2022,,critic,Pacific Vintage Quarterly,2024,2031,"April frost, small crop, high quality."
2024-06-14,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-a,,winery club,,,
2024-06-14,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-b,,winery club,,,
2024-06-14,acquire,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-c,,winery club,,,
2024-06-14,acquire,paradis-vineyards-pinot-gris-2023,paradis-vineyards-pinot-gris-2023-d,,winery club,,,
2024-06-14,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-c,,winery club,,,
2024-06-14,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-d,,winery club,,,
2024-06-14,assess,paradis-vineyards-marechal-foch-2023,,producer,Paradis Vineyards,2024,2027,Window at purchase.
2024-06-18,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-u,,,,,
2024-06-22,acquire,vitis-ridge-chardonnay-2022,vitis-ridge-chardonnay-2022-a,,winery club,,,
2024-06-22,acquire,vitis-ridge-chardonnay-2022,vitis-ridge-chardonnay-2022-b,,winery club,,,
2024-06-22,acquire,vitis-ridge-fortissimo-2022,vitis-ridge-fortissimo-2022-a,,winery club,,,
2024-06-22,acquire,vitis-ridge-fortissimo-2022,vitis-ridge-fortissimo-2022-b,,winery club,,,
2024-06-22,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-c,,winery club,,,
2024-06-22,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-d,,winery club,,,
2024-06-26,consume,vitis-ridge-pinot-gris-2021,vitis-ridge-pinot-gris-2021-d,,,,,"Losing its edge, a bit flabby."
2024-07-08,consume,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-d,,,,,"Nutty, rounding out."
2024-07-12,assess,vitis-ridge-pinot-noir-2022,,producer,Vitis Ridge,2024,2027,"Release notes. April frost, small crop, high quality."
2024-07-14,consume,st-josef-s-pinot-noir-2021,st-josef-s-pinot-noir-2021-b,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-07-15,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-x,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-07-22,consume,california-assorted-cabernet-sauvignon-2018,california-assorted-cabernet-sauvignon-2018-a,,,,,Grocery store cab doing grocery store cab things.
2024-07-23,acquire,california-assorted-cabernet-sauvignon-2020,california-assorted-cabernet-sauvignon-2020-a,,grocery store,,,
2024-08-06,consume,brooks-pinot-noir-2012,brooks-pinot-noir-2012-j,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-08-07,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-v,,,,,
2024-08-08,consume,paradis-vineyards-marechal-foch-2022,paradis-vineyards-marechal-foch-2022-a,,,,,
2024-08-10,assess,vitis-ridge-rose-of-pinot-noir-2022,,critic,Cascadia Wine Review,2023,2027,"April frost, small crop, high quality."
2024-08-11,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-c,,winery club,,,
2024-08-11,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-d,,winery club,,,
2024-08-11,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-c,,winery club,,,
2024-08-11,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-d,,winery club,,,
2024-08-11,acquire,farm-on-golden-hill-riesling-2023,farm-on-golden-hill-riesling-2023-a,,winery club,,,
2024-08-11,acquire,farm-on-golden-hill-riesling-2023,farm-on-golden-hill-riesling-2023-b,,winery club,,,
2024-08-12,consume,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-c,,,,,"Opened too young. Fruit is there, structure is not resolved."
2024-08-16,consume,brooks-riesling-2018,brooks-riesling-2018-b,,,,,Great acid. Held up better than expected.
2024-08-16,consume,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-b,,,,,
2024-08-17,acquire,california-assorted-cabernet-sauvignon-2013,california-assorted-cabernet-sauvignon-2013-a,,grocery store,,,
2024-08-19,consume,brooks-riesling-2017,brooks-riesling-2017-l,,,,,Great acid. Held up better than expected.
2024-08-23,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-g,,,,,Opened up after an hour. Cranberry and dried herb.
2024-08-25,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-n,,,,,Earthier than I remembered. Good with the mushroom pasta.
2024-09-01,consume,brooks-riesling-2017,brooks-riesling-2017-j,,,,,Honeyed now. Turning the corner but lovely.
2024-09-07,consume,vitis-ridge-pinot-noir-2019,vitis-ridge-pinot-noir-2019-c,,,,,Fruit starting to dry out at the edges.
2024-09-11,acquire,vitis-ridge-fortissimo-2022,vitis-ridge-fortissimo-2022-c,,winery club,,,
2024-09-11,acquire,vitis-ridge-fortissimo-2022,vitis-ridge-fortissimo-2022-d,,winery club,,,
2024-09-11,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-c,,winery club,,,
2024-09-11,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-d,,winery club,,,
2024-09-11,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-c,,winery club,,,
2024-09-11,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-d,,winery club,,,
2024-09-12,assess,farm-on-golden-hill-riesling-2023,,producer,Farm on Golden Hill,2028,2038,"Release notes. Warm, large crop, approachable."
2024-09-12,assess,paradis-vineyards-marechal-foch-2021,,critic,Cascadia Wine Review,2022,2029,"June heat dome, concentrated."
2024-09-12,assess,paradis-vineyards-riesling-2023,,producer,Paradis Vineyards,2028,2038,"Release notes. Warm, large crop, approachable."
2024-09-12,consume,vitis-ridge-marechal-foch-2022,vitis-ridge-marechal-foch-2022-a,,,,,"Blackberry, a little smoke. Good burger wine."
2024-09-17,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-c,,winery club,,,
2024-09-17,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-d,,winery club,,,
2024-09-17,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-e,,winery club,,,
2024-09-17,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-f,,winery club,,,
2024-09-17,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-c,,winery club,,,
2024-09-17,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-d,,winery club,,,
2024-09-18,consume,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-c,,,,,"Dark and grapey. Not subtle, not trying to be."
2024-09-20,consume,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-a,,,,,Fine on the porch. Nothing to think about.
2024-09-27,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-q,,,,,Earthier than I remembered. Good with the mushroom pasta.
2024-10-02,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-e,,,,,Structured. Could have waited another two years.
2024-10-06,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-c,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-10-09,acquire,st-josef-s-pinot-noir-2022,st-josef-s-pinot-noir-2022-a,,winery club,,,
2024-10-09,acquire,st-josef-s-pinot-noir-2022,st-josef-s-pinot-noir-2022-b,,winery club,,,
2024-10-17,acquire,california-assorted-cabernet-sauvignon-2020,california-assorted-cabernet-sauvignon-2020-b,,grocery store,,,
2024-10-18,consume,vitis-ridge-marechal-foch-2021,vitis-ridge-marechal-foch-2021-e,,,,,"Blackberry, a little smoke. Good burger wine."
2024-10-19,assess,vitis-ridge-marechal-foch-2021,,personal,me,2022,2024,Reassessed after opening one.
2024-10-22,consume,brooks-riesling-2018,brooks-riesling-2018-j,,,,,"Off-dry, lime and petrol. Excellent."
2024-11-04,consume,vitis-ridge-fortissimo-2021,vitis-ridge-fortissimo-2021-a,,,,,A small glass is plenty. Lovely.
2024-11-05,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-c,,,,,Earthier than I remembered. Good with the mushroom pasta.
2024-11-05,consume,paradis-vineyards-pinot-noir-2019,paradis-vineyards-pinot-noir-2019-h,,,,,Opened up after an hour. Cranberry and dried herb.
2024-11-06,consume,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-c,,,,,"Strawberry, dry finish. Summer wine, drink young."
2024-11-07,consume,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-d,,,,,
2024-11-08,consume,vitis-ridge-chardonnay-2022,vitis-ridge-chardonnay-2022-a,,,,,More oak than I want these days.
2024-11-16,consume,brooks-pinot-noir-2013,brooks-pinot-noir-2013-f,,,,,Fruit starting to dry out at the edges.
2024-11-18,assess,paradis-vineyards-riesling-2021,,critic,Cascadia Wine Review,2026,2039,Retrospective tasting. More life left than earlier notes suggested.
2024-11-20,consume,brooks-pinot-noir-2018,brooks-pinot-noir-2018-g,,,,,"Bright acid, light on its feet."
2024-11-21,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-g,,,,,Silky. Drinking well right now.
2024-11-21,consume,brooks-riesling-2019,brooks-riesling-2019-l,,,,,"Off-dry, lime and petrol. Excellent."
2024-11-21,consume,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-b,,,,,"Losing its edge, a bit flabby."
2024-11-21,consume,vitis-ridge-chardonnay-2021,vitis-ridge-chardonnay-2021-a,,,,,
2024-11-26,consume,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-h,,,,,Fading. Drink the rest soon.
2024-11-27,consume,brooks-riesling-2019,brooks-riesling-2019-e,,,,,"Off-dry, lime and petrol. Excellent."
2024-12-01,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-a,,,,,"Bright acid, light on its feet."
2024-12-01,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-d,,,,,
2024-12-02,consume,paradis-vineyards-pinot-gris-2022,paradis-vineyards-pinot-gris-2022-g,,,,,Fine on the porch. Nothing to think about.
2024-12-03,consume,brooks-pinot-noir-2019,brooks-pinot-noir-2019-j,,,,,"Red cherry, forest floor, fine tannin. Still tight."
2024-12-05,consume,brooks-riesling-2018,brooks-riesling-2018-i,,,,,Still tastes young. Years left in this.
2024-12-06,consume,brooks-riesling-2015,brooks-riesling-2015-a,,,,,
2024-12-09,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-e,,winery club,,,
2024-12-09,acquire,farm-on-golden-hill-chardonnay-2022,farm-on-golden-hill-chardonnay-2022-f,,winery club,,,
2024-12-09,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-e,,winery club,,,
2024-12-09,acquire,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-f,,winery club,,,
2024-12-09,acquire,farm-on-golden-hill-riesling-2023,farm-on-golden-hill-riesling-2023-c,,winery club,,,
2024-12-09,acquire,farm-on-golden-hill-riesling-2023,farm-on-golden-hill-riesling-2023-d,,winery club,,,
2024-12-11,consume,farm-on-golden-hill-pinot-noir-2022,farm-on-golden-hill-pinot-noir-2022-a,,,,,"Opened too young. Fruit is there, structure is not resolved."
2024-12-11,consume,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-d,,,,,"Strawberry, dry finish. Summer wine, drink young."
2024-12-14,consume,brooks-pinot-noir-2016,brooks-pinot-noir-2016-k,,,,,Fruit starting to dry out at the edges.
2024-12-14,consume,brooks-riesling-2019,brooks-riesling-2019-i,,,,,"Off-dry, lime and petrol. Excellent."
2024-12-15,assess,vitis-ridge-fortissimo-2021,,critic,Northwest Cellar Notes,2024,2038,"June heat dome, concentrated."
2024-12-15,consume,brooks-pinot-noir-2013,brooks-pinot-noir-2013-l,,,,,Earthier than I remembered. Good with the mushroom pasta.
2024-12-16,consume,paradis-vineyards-marechal-foch-2021,paradis-vineyards-marechal-foch-2021-e,,,,,"Dark and grapey. Not subtle, not trying to be."
2024-12-17,consume,vitis-ridge-rose-of-pinot-noir-2022,vitis-ridge-rose-of-pinot-noir-2022-a,,,,,"Strawberry, dry finish. Summer wine, drink young."
2024-12-20,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-e,,winery club,,,
2024-12-20,acquire,paradis-vineyards-marechal-foch-2023,paradis-vineyards-marechal-foch-2023-f,,winery club,,,
2024-12-20,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-g,,winery club,,,
2024-12-20,acquire,paradis-vineyards-pinot-noir-2022,paradis-vineyards-pinot-noir-2022-h,,winery club,,,
2024-12-20,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-e,,winery club,,,
2024-12-20,acquire,paradis-vineyards-riesling-2023,paradis-vineyards-riesling-2023-f,,winery club,,,
2024-12-22,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-e,,winery club,,,
2024-12-22,acquire,vitis-ridge-pinot-gris-2023,vitis-ridge-pinot-gris-2023-f,,winery club,,,
2024-12-22,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-e,,winery club,,,
2024-12-22,acquire,vitis-ridge-pinot-noir-2022,vitis-ridge-pinot-noir-2022-f,,winery club,,,
2024-12-22,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-e,,winery club,,,
2024-12-22,acquire,vitis-ridge-tannin-s-blend-2022,vitis-ridge-tannin-s-blend-2022-f,,winery club,,,
2024-12-23,consume,brooks-riesling-2016,brooks-riesling-2016-b,,,,,"Off-dry, lime and petrol. Excellent."
2024-12-24,consume,vitis-ridge-pinot-gris-2022,vitis-ridge-pinot-gris-2022-c,,,,,Fine on the porch. Nothing to think about.
2025-01-02,assess,paradis-vineyards-riesling-2023,,critic,Pacific Vintage Quarterly,2028,2038,"Warm, large crop, approachable."
2025-01-02,consume,brooks-riesling-2017,brooks-riesling-2017-g,,,,,Still tastes young. Years left in this.
